332959.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.01		
0.0553		0.3074916		0.0		0.0		0.0		1.036156924		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.01		
0.815		-0.6194454586		0.0		0.0		0.0		-0.6152291537		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.01		
1.0		0.983271237		0.0		0.0		0.0		0.5321328117		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.01		
0.1074		-1.38137259		0.0		0.0		0.0		-0.4655503305		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.01		
317.833		4.950581337		0.0		0.0		0.0		0.2410320956		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.1		
95.152		-9.074705468		0.0		0.0		0.0		-0.1788415987		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.1		
14.536		18.26697968		0.0		0.0		0.0		0.1249080321		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.1		
17.147		-29.88718083		0.0		0.0		0.0		-0.0966236535		0.0		0.0		0.0		0.0		0.0		0.0		0.0		0.2		
9.0		9.0		9.0		9.0		9.0		9.0		9.0		9.0		9.0		9.0		9.0		9.0		9.0		9.0		
