0		0		0
0.307492		0.0103616		0
-0.619445		-0.00615229		0
0.983271		0.00532133		0
-1.38137		-0.0046555		0

-4.08414e-011		3.37704e-013		0
0.307208		0.0207136		0
-0.619375		-0.0123039		0
0.983243		0.0106425		0
-1.38136		-0.00931096		0

-1.22646e-010		1.34245e-012		0
0.30664		0.0310465		0
-0.619235		-0.0184541		0
0.983188		0.0159634		0
-1.38133		-0.0139663		0

-2.456e-010		3.33079e-012		0
0.305792		0.0413509		0
-0.619025		-0.0246022		0
0.983104		0.0212838		0
-1.38129		-0.0186215		0

-4.09948e-010		6.60221e-012		0
0.304663		0.0516174		0
-0.618745		-0.0307475		0
0.982993		0.0266036		0
-1.38123		-0.0232766		0

-6.15996e-010		1.1435e-011		0
0.303256		0.0618369		0
-0.618394		-0.0368894		0
0.982854		0.0319227		0
-1.38116		-0.0279314		0

-8.64107e-010		1.8082e-011		0
0.301575		0.0720002		0
-0.617974		-0.0430271		0
0.982687		0.0372409		0
-1.38108		-0.0325859		0

-1.1547e-009		2.67675e-011		0
0.299621		0.0820986		0
-0.617484		-0.0491599		0
0.982492		0.042558		0
-1.38098		-0.03724		0

-1.48825e-009		3.76828e-011		0
0.297398		0.0921233		0
-0.616924		-0.0552871		0
0.98227		0.0478739		0
-1.38087		-0.0418938		0

-1.86527e-009		5.09834e-011		0
0.29491		0.102066		0
-0.616294		-0.0614081		0
0.98202		0.0531884		0
-1.38074		-0.0465472		0

-2.28634e-009		6.6786e-011		0
0.292161		0.111918		0
-0.615594		-0.0675221		0
0.981742		0.0585015		0
-1.3806		-0.0512001		0

-2.75208e-009		8.51652e-011		0
0.289156		0.121672		0
-0.614825		-0.0736285		0
0.981436		0.0638129		0
-1.38044		-0.0558525		0

-3.26312e-009		1.06152e-010		0
0.285898		0.13132		0
-0.613986		-0.0797266		0
0.981102		0.0691225		0
-1.38027		-0.0605043		0

-3.82018e-009		1.29729e-010		0
0.282394		0.140855		0
-0.613077		-0.0858156		0
0.980741		0.0744301		0
-1.38009		-0.0651554		0

-4.42397e-009		1.55833e-010		0
0.278648		0.150269		0
-0.612099		-0.0918949		0
0.980352		0.0797357		0
-1.37989		-0.069806		0

-5.07525e-009		1.84348e-010		0
0.274666		0.159555		0
-0.611052		-0.0979637		0
0.979935		0.0850389		0
-1.37968		-0.0744558		0

-5.77482e-009		2.15109e-010		0
0.270453		0.168708		0
-0.609935		-0.104021		0
0.979491		0.0903398		0
-1.37946		-0.0791048		0

-6.52347e-009		2.47896e-010		0
0.266016		0.17772		0
-0.608748		-0.110067		0
0.979019		0.0956381		0
-1.37922		-0.083753		0

-7.32203e-009		2.82437e-010		0
0.26136		0.186587		0
-0.607493		-0.116101		0
0.978519		0.100934		0
-1.37896		-0.0884004		0

-8.17136e-009		3.18406e-010		0
0.256491		0.195302		0
-0.606169		-0.122121		0
0.977992		0.106227		0
-1.3787		-0.0930469		0

-9.07231e-009		3.55421e-010		0
0.251417		0.20386		0
-0.604775		-0.128127		0
0.977437		0.111516		0
-1.37841		-0.0976924		0

-1.00257e-008		3.93047e-010		0
0.246144		0.212256		0
-0.603313		-0.134119		0
0.976854		0.116803		0
-1.37812		-0.102337		0

-1.10325e-008		4.30794e-010		0
0.240677		0.220487		0
-0.601782		-0.140096		0
0.976244		0.122086		0
-1.37781		-0.10698		0

-1.20936e-008		4.6812e-010		0
0.235024		0.228546		0
-0.600182		-0.146056		0
0.975606		0.127366		0
-1.37748		-0.111623		0

-1.32097e-008		5.04428e-010		0
0.229192		0.236431		0
-0.598514		-0.152		0
0.974941		0.132642		0
-1.37715		-0.116264		0

-1.43819e-008		5.39067e-010		0
0.223188		0.244138		0
-0.596778		-0.157926		0
0.974248		0.137915		0
-1.3768		-0.120904		0

-1.56109e-008		5.71338e-010		0
0.217017		0.251664		0
-0.594973		-0.163835		0
0.973527		0.143184		0
-1.37643		-0.125543		0

-1.68976e-008		6.00488e-010		0
0.210687		0.259005		0
-0.5931		-0.169724		0
0.972779		0.148448		0
